Time,Content,Date
2016-02-12 15:19:23,Just six bonds bully around the $13 trillion Treasury market. https://t.co/OAaEdbX7r3 via @bfly,2016-02-12
2016-02-12 15:23:35,"Yeahhhh, about that new financial instrument dreamed up by regulators.....they may want to rethink it. https://t.co/aE9uPaBm36 @BV",2016-02-12
2016-02-12 15:29:48,Another oil company restructures its billions of dollars of debt. https://t.co/fVjj5wpMA3 @jodixu,2016-02-12
2016-02-12 15:47:10,BlackRock's global credit hedge fund is off to the worst start in its 19-year history. https://t.co/RhaBRsJvcA @swillmer,2016-02-12
2016-02-12 16:38:50,@reganonymous exposes what Team Gadfly was really talking about this week. https://t.co/TH9etPcGgk @bfly,2016-02-12
2016-02-12 16:59:45,AIG just took a lot of money out of hedge funds to put into investment-grade bonds &amp; commercial-mortgage debt. https://t.co/5i9FDOaag6,2016-02-12
2016-02-12 17:22:06,"Could you guys stop talking so much about negative rates already? Yeesh, says NY Fed's Bill Dudley https://t.co/JU4rsJmvJc @boes_ @business",2016-02-12
2016-02-12 17:58:59,@spz_trader You too!,2016-02-12
2016-02-12 19:50:44,AIG is selling low after buying high. Not the best strategy ever. https://t.co/keBadSMtxR @bfly,2016-02-12
2016-02-15 02:40:36,"DB sold bonds right before all the turmoil in its securities, &amp; now the bonds' buyers are pissed. https://t.co/9fuVPANzef",2016-02-15
2016-02-15 02:43:40,"""There's no clear driver to support Japan's economy."" https://t.co/HVV1Z1Ph96",2016-02-15
2016-02-16 00:09:08,"Some hedge fund managers see a big opportunity right now,  even as others, such as a Candlewood credit fund, shutter https://t.co/uwXxbjinLE",2016-02-16
2016-02-16 00:12:33,"Over the past 16 months,  60 oil &amp; gas firms have filed for bankruptcy. https://t.co/eD8vHlyxO8",2016-02-16
2016-02-16 00:19:52,About 70% of London credit traders cut from the biggest banks last year had 10+ years of experience in the business https://t.co/Rce7c6P9nF,2016-02-16
2016-02-16 01:08:25,"Baupost was holding 41% of its assets as cash at yearend, &amp; it's now starting to use it.  https://t.co/rm9wMR1jj0",2016-02-16
2016-02-16 13:38:24,This may create a real problem for the single-name credit-default swap market. https://t.co/UThPTM0pdO @katielinsell,2016-02-16
2016-02-16 13:41:07,German 'bail-in' plan for government bonds risks blowing up the euro. “Portugal is close to losing market access.” https://t.co/r4EO7tD0yV,2016-02-16
2016-02-16 13:43:20,Soured loans at Chinese commercial banks rose to the highest level since June 2006. https://t.co/0x8AvyqiyV via @business,2016-02-16
2016-02-16 13:45:27,Banks have lent a lot of money in currencies that borrowers will have a hard time paying back. https://t.co/uA6AnMhzUH @mrkwhths,2016-02-16
2016-02-16 14:15:30,Apple plans its fifth multi-billion dollar bond sale since 2013. https://t.co/DupfyENCq5 via @technology,2016-02-16
2016-02-16 14:17:33,"This won't help the U.S. junk-bond market....one of the biggest issuers, a non-energy company, reports surprise loss https://t.co/MYlQS6LkoS",2016-02-16
2016-02-16 14:41:54,Fund managers are keeping the largest amount of their holdings as cash since 2001: BAML survey https://t.co/yvG8zTP9It,2016-02-16
2016-02-16 15:50:05,"“The biggest banks are still too big to fail and continue to pose a significant risk to our economy:"" Neel Kashkari https://t.co/gH5wxgTaj2",2016-02-16
2016-02-16 20:28:35,The biggest tech companies have an uncanny ability to convince bond buyers they’ll always be in style. https://t.co/jG27KzkvtS @shiraovide,2016-02-16
2016-02-17 12:29:04,The same traders who bought ill-fated structured debt for banks made a killing buying it later at a big discount. https://t.co/JBPcCfkPSa,2016-02-17
2016-02-17 12:34:32,Big banks are girding for new rules requiring them to eat what they cook w/respect to commercial property debt. https://t.co/YzdfEPWCuO,2016-02-17
2016-02-17 12:43:07,"""Banks are highly leveraged plays on economies. If economies are sick, banks are likely to be sicker."" https://t.co/uOCOAajPUD @martinwolf_",2016-02-17
2016-02-17 12:48:29,"That oil agreement, at least as revealed so far, changes nothing in practical terms for the fate of crude prices. https://t.co/qxvRnWhaRW",2016-02-17
2016-02-17 14:57:33,The Fed is worried that a corporate-credit squeeze will crimp the U.S. economy. https://t.co/1FFMkzCiv4 @richmiller28 @business,2016-02-17
2016-02-18 11:58:15,Portugal is one of 6 European countries with non-performing loan ratios above 10%. https://t.co/K2A4CrqrGl,2016-02-18
2016-02-18 12:25:55,"The OECD sounds a note of concern, w/emerging markets particularly vulnerable to FX volatility &amp; high domestic debt. https://t.co/43Y2291Ujf",2016-02-18
2016-02-18 12:28:24,"While negative rates may theoretically be bad for banks earnings, in practice they haven't had much effect yet: CS https://t.co/uDeyHaOnVc",2016-02-18
2016-02-18 12:43:34,“There’s a big disconnect between what people on the Street are saying &amp; what the cos. on the ground are seeing” https://t.co/WO4WFmfzc1,2016-02-18
2016-02-18 12:50:04,Oaktree may have reaped nearly $1 billion on its investment in DoubleLine Capital in 2009. https://t.co/fMmRoIoF9I @business,2016-02-18
2016-02-18 12:52:29,Wal-Mart is blaming the strong dollar for weaker revenues before even reporting them.  https://t.co/ZkVkTLdX0Q @business,2016-02-18
2016-02-18 13:35:47,"Jeff Gundlach ""has been the biggest success story"" among all new money managers, says Oaktree's Marks via @BloombergTV",2016-02-18
2016-02-18 13:39:00,"A Fed stress test ""reveals that mutual funds can, in fact, be subject to a 'run'"" despite having no leverage.  https://t.co/VIVGSuYINT",2016-02-18
2016-02-18 13:39:11,@nicolatheron @BloombergTV Yes,2016-02-18
2016-02-18 13:53:55,"BlackRock has ""great challenges &amp; responsibilities"" due to its size &amp; complexity: Morningstar https://t.co/SEvrE432Ee h/t @reformedbroker",2016-02-18
2016-02-18 14:23:22,The US shale industry must come up with $1.2 billion in interest payments by March 31. https://t.co/JAcJCB4wYA @asjylyn h/t @carolmassar,2016-02-18
2016-02-18 15:02:06,“A number” of Fed officials are starting to feel queasy about their inflation forecasts.  https://t.co/GCko3GAGqV,2016-02-18
2016-02-18 19:19:44,Credit Suisse cuts its Treasury yield forecast for the third time in less than 2 months. https://t.co/iG6vhoJltb @SuziAnn2 @markets,2016-02-18
2016-02-18 20:54:31,Credit Suisse is planning to promote junior bankers more quickly to retain talent: sources https://t.co/4wZcTa0kaG,2016-02-18
2016-02-18 21:08:08,Here's another $13 billion or so of debt that was just downgraded to junk from investment grade... https://t.co/UMUWvmpfrL @business,2016-02-18
2016-02-18 23:49:40,About 60% of China's rich people live abroad or are considering doing so. https://t.co/RykgeBPL4f,2016-02-18
2016-02-18 23:51:44,"It's interesting how big investment firms, such as Franklin, have used credit ETFs through the recent selloff. https://t.co/s5ZTqcLP1K",2016-02-18
2016-02-19 02:13:58,"Negative rates often don't spur inflation, or do much of anything good,  say most economists. https://t.co/FmFCI8CLw2 @markets",2016-02-19
2016-02-19 10:07:29,Is this really a warning sign or just classic market making at a time when there's a lot of demand for Treasuries? https://t.co/WjIzfO8JNk,2016-02-19
2016-02-19 10:14:16,Why this fund manager is keeping his highest allocation to cash since 2009. https://t.co/LGQZ1Xyr3k,2016-02-19
2016-02-19 12:22:27,This hedge-fund war is sort of about the future of a paper company. But it's really about derivatives contracts. https://t.co/KL2H2NRXoI,2016-02-19
2016-02-19 12:30:46,Almost all European economies would get hurt if Britain leaves the European Union. https://t.co/CTRId3DV28 @jeffrey_black,2016-02-19
2016-02-19 12:47:25,Banks build credit ETF businesses as growth stalls in bond trading. https://t.co/EbVfwLmldE h/t @ericbalchunas,2016-02-19
2016-02-19 13:00:40,"Franklin's Hasenstab takes another contrarian view, that inflation will accelerate. https://t.co/gJTTYy4T7y",2016-02-19
2016-02-19 13:07:50,“The fall in oil prices will reduce Norway’s national wealth..increased spending is not a viable path to follow.” https://t.co/Ka6uUBv6oY,2016-02-19
2016-02-19 13:36:58,"Carpe diem, inflation. https://t.co/eFR8ZdbZg7 @business",2016-02-19
2016-02-19 13:47:30,"Nah, 3rd Ave.'s collapse didn't cause a liquidity crisis. https://t.co/eL6ICgrVg9 BUT THERE COULD BE FUND RUNS! https://t.co/oGbaXSylDa",2016-02-19
2016-02-19 17:18:14,Deutsche Bank is optimistic about Deutsche Bank. https://t.co/JpofT989TN,2016-02-19
2016-02-19 18:39:18,Carl Icahn's company could be cut to junk by S&amp;P after investment losses &amp; cash levels declining about 90% YOY. https://t.co/YNtgqkWIIL,2016-02-19
2016-02-19 20:34:08,The U.S. high-yield energy default rate hit 9% this month: Fitch https://t.co/udEpOdP2Lx,2016-02-19
2016-02-19 20:39:46,@julieverhage It's hard to overstate the pain being felt in the energy sector. US hy energy bonds have lost almost 15% so far this yr: BAML,2016-02-19
2016-02-22 00:23:46,High-yield bond funds remain a concern for the SEC as it wraps up a round of examinations into such funds. https://t.co/jNZOz3Wzly,2016-02-22
2016-02-22 00:27:41,U.S. life insurers may suffer $4 billion of losses this year from souring energy debt investments: Fitch https://t.co/65IPo6Oipq,2016-02-22
2016-02-22 01:22:26,"One of Boaz Weinstein's credit hedge funds is up more that 13% this year through Feb. 12
https://t.co/qEepeKXaGN",2016-02-22
2016-02-22 01:25:00,"""Brexit will be one of the biggest events in 2016."" https://t.co/e8WGOoLrGm @business",2016-02-22
2016-02-22 12:30:25,Another round of debt-trading cuts at Deutsche Bank.. . https://t.co/WISqiOUgPT,2016-02-22
2016-02-22 12:44:28,"U.S. online lenders are hiking their interest rates, &amp; that may be a bad sign about the economy's health. https://t.co/hEWUse6I9l",2016-02-22
2016-02-22 12:58:09,"The market beatings will continue until there's a return of stabilizing, patient, long-term capital: @elerianm https://t.co/bx0HyvANq2",2016-02-22
2016-02-22 15:56:25,Goldman Sachs says 40% of lending to oil &amp; gas firms is junk. https://t.co/JY9xfUcbdx @business,2016-02-22
2016-02-22 16:57:57,Alarms are raising about a potential debt-fueled meltdown as the amount of global debt surges past $200 trillion. https://t.co/bgzftqeEhL,2016-02-22
2016-02-22 17:25:39,"Wall Street analysts seem to be out of new ideas, based on SocGen's ""sell-side idea meter.""  https://t.co/8XZwG1EIHI @tracyalloway",2016-02-22
2016-02-22 21:43:42,Guggenheim's Scott Minerd sees the 10-year Treasury yield falling below 1% before yearend. https://t.co/zdpbO5czV5 @jennablan,2016-02-22
2016-02-23 11:50:23,Big banks could get stuck holding onto $88 billion of risky corporate loans tied to buyouts if CLOs don't revive. https://t.co/DfMHj0vHt6,2016-02-23
2016-02-23 11:56:21,More subprime borrowers are falling behind on their loans. https://t.co/qLu8wKTSab @scullymb @markets,2016-02-23
2016-02-23 11:57:18,BlackRock still seems to think we're about to enter a rate hiking cycle. https://t.co/aK6ue9Lrsd @business,2016-02-23
2016-02-23 12:39:00,The ex-JPM trader who became known as the “London Whale” said managers told him to execute the ill-fated strategy. https://t.co/zuPSNZMcOQ,2016-02-23
2016-02-23 12:45:53,JPM said it would have to boost reserves for bad energy loans by $1.5 billion if crude stayed at $25 for 18+ months https://t.co/wA8lHVO4PU,2016-02-23
2016-02-23 13:25:11,It's hard to quantify the energy-related pain at banks. Here's a start: $123 billion. https://t.co/Fm8HFjaWSH @ranimolla,2016-02-23
2016-02-23 14:34:45,"Robots to trade securities, &amp; robots to scrutinize humans that trade securities.... https://t.co/L0QidRJ4Ga @johndetrixhe @technology",2016-02-23
2016-02-23 17:41:08,Iran’s oil minister called a proposal by Saudi Arabia and Russia to freeze oil production “ridiculous.” Prices fall. https://t.co/tIdMOvH7zB,2016-02-23
2016-02-23 17:53:13,Big hedge funds that have done well are getting bigger. https://t.co/KjeeHXhtcF  @burtonkathy @katiaporzo,2016-02-23
2016-02-23 18:06:06,"Valeant's fate highlights how the risky debt boom is over, with some potentially painful consequences. https://t.co/GEWblS8bH6 @maxnisen",2016-02-23
2016-02-23 19:38:05,"BlackRock says the worst may be over for EM bonds. ""It is time to concentrate on some of the 'positives.'""https://t.co/4Oz6yYRy5p",2016-02-23
2016-02-23 20:17:31,"JPMorgan's trading revenue has tumbled 20% so far in 2016, said investment-bank head Daniel Pinto. https://t.co/tsTYSuLPm5",2016-02-23
2016-02-24 12:15:57,RBC follows the trend...lower capital markets revenue &amp; bigger potential energy-related impairments. https://t.co/sk1PyZHgTj @dscrybe,2016-02-24
2016-02-24 12:28:01,"Who knows what it means, says the Fed's Fischer about recent market turmoil. The trouble with data dependency.. https://t.co/yrQ16nyxSh",2016-02-24
2016-02-24 12:32:25,Chesapeake is apparently selling its assets at an accelerated pace to repay its debt. https://t.co/Flvs7HY78f,2016-02-24
2016-02-24 12:58:44,Companies are paying the most to borrow short term vs Treasury rates since 2012. And this distortion may soon worsen https://t.co/1hqF1ismv4,2016-02-24
2016-02-24 13:20:28,Barclays loses yet another senior member of its debt team as the firm cuts jobs globally. https://t.co/8yBK9ZZs3K,2016-02-24
2016-02-24 13:26:34,Franklin is making a Puerto Rico-heavy fund disappear by merging what's left of it with a better-performing fund. https://t.co/sV3NptRgFc,2016-02-24
2016-02-24 14:53:06,"Barclays cut its investment-bank's bonus pool by up to 12%, sources tell @sjhmorris &amp; @amberchoudhury  https://t.co/9L3Od0nWye @business",2016-02-24
2016-02-24 16:04:33,"""The volatile start of 2016 forced hedge funds to adopt a very cautious stance."" https://t.co/l9szhzZxQA v@_bmturner_",2016-02-24
2016-02-24 16:09:41,"Japan's negative-yield bombshell didn't have a very long-lasting effect on the yen, which is steadily strengthening https://t.co/gsEnglEgI7",2016-02-24
2016-02-24 16:35:16,"Investors get mad at hedge funds for being opaque, but now they're punishing Mann Group for its transparency. https://t.co/lbWBJ14h1A @dumav",2016-02-24
2016-02-24 16:52:22,"Credit underwriting, one of Wall Street's brightest businesses in recent years, is starting to fade. https://t.co/9LrurxWNAr",2016-02-24
2016-02-24 17:33:05,"@BenEisen if investors don't want to buy, it doesn't matter how cheap the underwriting fees are.",2016-02-24
2016-02-24 17:47:17,Congratulations to the person who bought these Chesapeake bonds on Feb. 8. https://t.co/nOuPgorWMi,2016-02-24
2016-02-24 17:48:27,@zerohedge kudos. well done.,2016-02-24
2016-02-24 18:00:14,Argentina's close to settling its score w/hedge funds led by Elliott to regain access to global capital markets. https://t.co/PxEZ8TVe44,2016-02-24
2016-02-24 18:02:26,Brazil's banks are becoming less creditworthy in part because the gov't is telling them to loosen lending standards https://t.co/hcbEqYCdhf,2016-02-24
2016-02-24 20:40:53,Human debt traders are loved after all.  https://t.co/qZfL20NwUq @mkmcollins @business,2016-02-24
2016-02-25 02:37:49,Japan got paid $464 million to borrow thanks to negative interest rates. https://t.co/KOxzV54RfE,2016-02-25
2016-02-25 02:47:34,Wells Fargo said its souring energy loans jumped 49% in the fourth quarter as oil prices dropped. https://t.co/a67Ydgf3fs @LauraJKeller,2016-02-25
2016-02-25 03:16:40,The U.S. oil bust is intensifying as Energy XXI &amp; SandRidge Energy both failed to make interest payments last week. https://t.co/aUskT2qBKO,2016-02-25
2016-02-25 12:49:44,Consolidation in the U.S. energy industry is picking up steam. https://t.co/AbOCTCgTDY,2016-02-25
2016-02-25 12:52:08,"Analysts say some very harsh things about Brazil, but bond buyers are finding a lot to love about the country
 https://t.co/HMHokVjqJ6 @bfly",2016-02-25
2016-02-25 13:04:22,"What'll the world be like in 40 yrs? Who knows, but bond buyers are locking in 1% yields to own Japan debt that long https://t.co/7Nf7KxbPgs",2016-02-25
2016-02-25 13:09:32,"@JStanleyFX In other words, this trend puts Japan closer to recession, if the yield curve is an accurate predictor.",2016-02-25
2016-02-25 13:42:07,U.S. crude stockpiles are at the highest level in more than eight decades. https://t.co/dYFC73zPk1,2016-02-25
2016-02-25 14:14:50,Goldman Sachs says the energy collapse isn't even close to the subprime crisis. https://t.co/iFZ3h8Ov1j @julieverhage @markets,2016-02-25
2016-02-25 14:16:13,@julieverhage indeed. and your astute parenthetical note.... :),2016-02-25
2016-02-25 14:21:28,"@mastropizza @julieverhage The main arguments here largely seem to pertain to the U.S., &amp; the main point here in my mind is #1",2016-02-25
2016-02-25 14:27:48,"Puerto Rico may pay its pensioners ahead of its bondholders, possibly setting a precent for the broader muni market https://t.co/E5thHP3YGs",2016-02-25
2016-02-25 14:29:36,@mastropizza @julieverhage Indeed. GS's argument is narrow. Oil bust + debt bubbles + EM weakness = potentially big problems &amp; loads of fear,2016-02-25
2016-02-25 14:34:57,@lisaabramowicz1 Although the precedent may very well exist already: https://t.co/otVPI6Jknk,2016-02-25
2016-02-25 14:47:53,"It's getting harder &amp; harder to execute large FX orders during market turbulence, investors say. https://t.co/KFbXIcpkUp @LananhTNguyen",2016-02-25
2016-02-25 15:46:38,"It's “arrogant” to assume developed world economies are headed towards deflation, says a Deutsche Bank report. https://t.co/Xkwfazs7x7",2016-02-25
2016-02-25 15:50:20,"@jeffmmiller They're locking in 1% fixed yields for 40 yrs should they hold them to maturity, &amp; not everyone is looking for a momentum trade",2016-02-25
2016-02-25 16:06:21,"“You see a cockroach in your kitchen; as days go by, you meet his relatives.” Buffett talks bad corporate surprises https://t.co/u0owbTVMP2",2016-02-25
2016-02-25 17:12:36,A new record low for German 5-year bond yields.... https://t.co/fx8qAB1wXZ,2016-02-25
2016-02-25 17:15:09,The ECB “will probably add a little bit more stimulus in 2 weeks’ time” is one reason for the German debt rally.. https://t.co/Q7SyRxjSRw,2016-02-25
2016-02-25 17:17:28,@RichieKis That's a great point. Maybe we should start calling them bond penalties rather than yields....,2016-02-25
2016-02-25 18:04:35,US Treasury said it was rescheduling the 7-yr bond auction 10 mins before it was supposed to happen. Technical probs https://t.co/WGTHCn5356,2016-02-25
2016-02-25 18:19:45,"Are crews of sailors just sitting aboard these tankers, hanging out, waiting for higher prices? A 2016 subculture.. https://t.co/z62lTqH1kK",2016-02-25
2016-02-25 18:27:05,The divergence is widening between frequently-traded corporate bonds &amp; those that are less active: MarketAxess https://t.co/tMJzOOwQTK,2016-02-25
2016-02-25 20:17:08,Electronic trading now accounts for 20% of high-yield bond trades &amp; 40% of single-name CDS: BIS data https://t.co/puuwIy4W6w @KatieLinsell,2016-02-25
2016-02-25 20:29:59,Distressed retailers are probably headed for another year of bankruptcies &amp; liquidations. https://t.co/KO1wjcf13f @LaurenLochner @lcrupp,2016-02-25
2016-02-25 20:36:09,"Goldman Sachs is struggling to sell $2 billion in bonds backing the Solera buyout, 1 of the 2015's biggest PE sales https://t.co/wGZH6AwrbO",2016-02-25
2016-02-26 00:16:58,Japan's stimulus doesn't appear to be working yet to ignite inflation.... https://t.co/AhB7iAUWrx,2016-02-26
2016-02-26 00:43:35,@ZekeAbramowicz my boy's on twitter! Hi!,2016-02-26
2016-02-26 02:47:13,Hess' CEO warned that the plunge in junk-rated energy debt was contagious &amp; spreading to IG gas producers. https://t.co/ZlrwEsJcJW,2016-02-26
2016-02-26 12:05:54,"Exhibit A of when behavioral economic theory ends up having real-world, money-making value. https://t.co/fqidkNQl3C @johngitt @business",2016-02-26
2016-02-26 12:12:51,Perhaps another reason for the market turmoil at yearend: A BTG Pactual hedge fund was hemorrhaging billions https://t.co/zjqtsxP2IR,2016-02-26
2016-02-26 12:15:32,JPMorgan has a new theory about what really caused the flash rally in Treasuries. https://t.co/y1ayIF2IOr @alexandrascaggs,2016-02-26
2016-02-26 12:28:28,"Lazard, AMP Capital &amp; Pine River are among big firms closing Asian-focused hedge funds. https://t.co/acHeZF1IDa @business",2016-02-26
2016-02-26 12:39:31,@soncharm haha,2016-02-26
2016-02-26 12:42:14,"Not so good when a CEO sends a memo to his employees with all-cap phrases like ""WE HAVE LET CUSTOMERS DIE."" https://t.co/sFlt8olkMr @lcrupp",2016-02-26
2016-02-26 12:54:23,Local monetary policy has become ineffective as it becomes easier to arbitrage slight FX &amp; bond-price differences globally: GS's Gary Cohn,2016-02-26
2016-02-26 12:56:51,"Emerging markets, to buy or not to buy. https://t.co/StlBVtJOIH @xieyebloomberg",2016-02-26
2016-02-26 13:36:44,There is one investment-banking segment that's booming: advising companies going broke. https://t.co/teajpeP90v @reganonymous,2016-02-26
2016-02-26 14:16:22,It's been a blockbuster year for longer-dated government bonds. That's not such a great thing. https://t.co/HXFdD8C0EK @bfly,2016-02-26
2016-02-26 14:32:46,"""Credit is going to be the place to be this year,"" said Pimco's Mark Kiesel on @BloombergTV  just now",2016-02-26
2016-02-26 14:59:23,S&amp;P says bad stuff about Standard Chartered https://t.co/l86iDuMgW2 Markets don't seem to care;stocks &amp; bonds rising https://t.co/rgkR073j5w,2016-02-26
2016-02-26 15:20:20,@ZekeAbramowicz Love you too!!,2016-02-26
2016-02-26 15:35:15,“Unintelligible yelling.” https://t.co/Rtf4FRbPv0 @Salon,2016-02-26
2016-02-26 15:44:18,"The US is doing well, stocks are trading at ""silly prices,"" everyone's overreacting, says hedge-fund manager Loeb https://t.co/uBBCV9yiMo",2016-02-26
2016-02-26 16:03:55,"By any financial measure, Eddie Lampert has done nothing but rip apart Sears @sbanjo  https://t.co/zBHOxocnAg @bfly",2016-02-26
2016-02-26 16:09:47,Hedge funds that suffered losses last year were hit by redemptions worth $24.8 billion in January. https://t.co/Nn6UDbWyjM @nishantkumar07,2016-02-26
2016-02-26 19:04:38,Another pulled junk-bond deal due to difficult market conditions. https://t.co/fEqAeLgWF8 @business,2016-02-26
2016-02-26 20:29:02,"$9.5 trillion of corporate debt matures through 2020, including $2.3 trillion of HY debt: S&amp;P https://t.co/4mtlRocrdn",2016-02-26
2016-02-26 20:41:56,"@abekoff Most of it is held by non-bank investors. Pensions, sovereign wealth funds, insurance companies, retirees, etc",2016-02-26
2016-02-29 02:01:18,Japan’s banks have almost stopped lending to one another in the overnight market thanks to negative-rate policies. https://t.co/VhDPzDwxSl,2016-02-29
2016-02-29 02:05:10,A sign that the market for big leveraged buyouts has pretty much closed for now. https://t.co/jeH5y0ygx0,2016-02-29
2016-02-29 02:17:54,"@abekoff Many funds have shrunk/closed: Claren Road, BTG's HF, BlackRock's macro HF. Flows often follow performance https://t.co/9X2eJTfd2T",2016-02-29
2016-02-29 13:49:25,"China wants its banks to lend more, even if it means becoming riskier &amp; more fragile in the process. https://t.co/VKxmx3IGgr @business",2016-02-29
2016-02-29 16:01:28,"It’s too soon for investors to wade back into energy and high-yield debt, says DoubleLine's Jeff Sherman https://t.co/KYISAxCbib @johngitt",2016-02-29
2016-02-29 16:18:05,"“Ultimately, the market will be right. The Fed is losing credibility on inflation.” https://t.co/hfoAoVHTbP @mccormickliz @alexandrascaggs",2016-02-29
2016-02-29 16:22:07,"@TheStalwart @Lavorgnanomics To your point, Joe: https://t.co/rh5CtPfXs3",2016-02-29
2016-02-29 16:55:39,A big win for Argentina. Its epic debt dispute is almost resolved. https://t.co/J9Tpvlh5Xm @business,2016-02-29
2016-02-29 17:00:29,"Hedge funds are the most bullish on benchmark Treasuries since April 2013, according to CFTC data. https://t.co/RbJbyPm3SV @business",2016-02-29
2016-02-29 17:35:49,Mexico's biggest company just posted its 13th-straight quarter of losses. https://t.co/eS1YB90asG @business,2016-02-29
2016-02-29 18:17:58,"This Brazilian phone company hired advisers to restructure its $15 billion of debt: sources 
https://t.co/yBt0HLH9hG https://t.co/yBt0HLH9hG",2016-02-29
2016-02-29 20:13:35,Valeant's $31 billion of debt is poised for a downgrade. https://t.co/8caWMj5qWO @MichelleF_Davis @business,2016-02-29
2016-02-29 20:18:51,"JPMorgan fires US Treasury traders for allegedly disregarding guidance &amp; converting Treasuries into ""strips"" https://t.co/etMrH4g6Zq",2016-02-29
2016-02-29 22:13:13,BTG's hedge fund keeps shrinking. The latest: https://t.co/kGX7N3xNuk @nishantkumar07 @alastairjmarsh,2016-02-29
2016-03-01 12:25:14,Japan just got paid to borrow for ten years.  https://t.co/47vREseOmO,2016-03-01
2016-03-01 12:27:19,The Fed is losing confidence in its own inflation forecasts. https://t.co/crQyvpLMyY @business,2016-03-01
2016-03-01 13:15:32,Barclays is going to stop sending research to journalists. https://t.co/vw5mRpWA1H,2016-03-01
2016-03-01 13:26:22,A fitful &amp; disorderly unwind of this stimulus is overwhelming the Fed's plan to keep a big balance sheet: Reinhart https://t.co/GOvmWFYsu9,2016-03-01
2016-03-01 13:32:57,China is selling asset-backed securities backed by non-performing loans. How could this go wrong? https://t.co/mb7Aump4pj @Asia_G3 @bfly,2016-03-01
2016-03-01 13:46:51,"There have been just 337 bond sales this year, the weakest start to a year in at least a decade by number of deals. https://t.co/0XuhyZ7H7D",2016-03-01
2016-03-01 14:33:56,Argentina will have to pay about $15 billion to settle its decade-long debt battle. https://t.co/npDrGwM32W @cmillanr @cvasarri,2016-03-01
2016-03-01 15:37:37,Liquidity crunch catches up with hedge funds. https://t.co/2ScYIRtjd5 @bfly,2016-03-01
2016-03-01 15:41:35,"Golub shut a distressed-debt hedge fund, blaming ""market Illiquidity"" https://t.co/oSZBSkDyGY @sridinats &amp; Carol Ko @business",2016-03-01
2016-03-01 16:53:19,The ECB wants to put a damper on the market for leveraged loans before it even heats up. https://t.co/KKIIgzPCIQ @sabrush @LCasiraghi,2016-03-01
2016-03-01 17:02:22,"An ex-Citi FX trader kind of won a lawsuit claiming he was unfairly fired, &amp; kind of lost due to ""foolish"" conduct https://t.co/6JhaKq31Xr",2016-03-01
2016-03-01 19:45:00,Valeant's communications performance recently has been farcical but its problems are much bigger than that https://t.co/4drGAHkzhu @maxnisen,2016-03-01
2016-03-01 20:49:11,Sports Authority is planning to file for bankruptcy within the next few days. https://t.co/TLWaFJ6ee7 @JodiXu &amp; Carol Ko @business,2016-03-01
2016-03-01 20:51:10,"""The credit cycle is turning."" The global junk-bond default rate is set to rise to a 2009 level this year: Moody's https://t.co/bNv4I2y3SM",2016-03-01
2016-03-01 21:21:17,Hillary Clinton versus Bill Ackman. https://t.co/zruPGSjDJZ,2016-03-01
2016-03-01 21:30:28,Bill Gross said Pimco isn’t playing by the rules in its effort to kill the lawsuit he filed last year over his exit. https://t.co/vt6UcbEbzH,2016-03-01
2016-03-01 21:36:01,"After a 15-yr battle with Argentina, billionaire Paul Singer will end up w/a 369% return on investment. https://t.co/I7g6NVIIU6 @katiaporzo",2016-03-01
2016-03-01 21:44:40,Fair point - Paul Singer probably made much more than 369% on his Argentina bet; that estimate is based on principal https://t.co/e3Nlj4YLSX,2016-03-01
2016-03-01 21:56:55,"Less systemic leverage may mean lower returns for pensioners, or investing in riskier stuff https://t.co/aDOnJ7VGLX @alexandrascaggs @LJKawa",2016-03-01
2016-03-02 01:02:54,This feels late. https://t.co/C0pnherCG7 @markets,2016-03-02
2016-03-02 01:04:37,A smart look at how &amp; why Trump's candidacy is splitting Republicans. https://t.co/i18S24BW4v @BV,2016-03-02
2016-03-02 13:35:14,UBS's Ermotti says negative rates may encourage risky lending. Wasn't that the point? https://t.co/wHP1UwF3Nt @business,2016-03-02
2016-03-02 13:42:02,European companies are increasingly seeking to buy back their own bonds after the recent selloff. https://t.co/ImoznRnL8A @KatieLinsell,2016-03-02
2016-03-02 13:52:41,An SEC commissioner blasts new rules requiring securitization managers to retain 5% of the credit risk. https://t.co/KZLdN5agh8,2016-03-02
2016-03-02 15:21:01,"To quote @carolmassar: ""My bonds are bigger than your bonds.""  https://t.co/k7XAa8AbmG @markets",2016-03-02
2016-03-02 15:57:33,U.S. oil stockpiles increase to an 86-year high. https://t.co/AykItvFsL7 @business,2016-03-02
2016-03-02 16:47:17,This is a golden era for American corporate executives who have a knack for financial engineering. https://t.co/VWNp6Wbf9T @bfly,2016-03-02
2016-03-02 17:10:34,So who has an extra $26 billion for a Brazilian energy company? https://t.co/5QtFdtbgbl,2016-03-02
2016-03-02 18:51:59,One of the most widely-followed Wall Street analysts thinks there's more pain ahead for U.S. stocks. https://t.co/r6M3rbVEDO @luwangnyc,2016-03-02
2016-03-02 19:15:08,Bad brokers don't leave the business; they just move on to a different firm. https://t.co/e2xCGuIJ9A @ritholtz @BV,2016-03-02
2016-03-02 19:42:32,Add Sports Authority to the pile of private equity's buyout flops. https://t.co/EybGEDMbrk @gilliantan @sbanjo,2016-03-02
2016-03-02 19:51:13,Wow. https://t.co/z5bPrSzJuh,2016-03-02
