Time,Content,Date
2018-07-31 17:22:52,"Following years of lobbying, automakers may finally be getting their wish of less strict fuel economy standards as the Trump Administration goes to bat over the regulations.

https://t.co/hpSA0bIA4N",2018-07-31
2018-07-31 20:47:23,"A Reuters poll of 44 analysts and economists shows that experts expect WTI crude prices to average $67.32 per barrel this year.

https://t.co/e95dlJmKwj",2018-07-31
2018-07-31 21:34:03,"Though oil majors are constantly cutting costs, boosting production and exploration, the real rise or fall in profits and revenue are largely dictated by crude prices.

https://t.co/9D9db4G6Ck",2018-07-31
2018-07-31 22:04:26,"U.S. lawmakers are calling upon the Department of Defense to cut reliance on Russian energy at military bases in Europe as some of the most important bases are using up to 40% Russian oil.

https://t.co/qiWWD8lRle",2018-07-31
2018-08-01 14:23:07,"The oil industry is more profitable than at any time in years, yet the industry could fail to supply enough oil to meet global demand in just a few years’ time.

https://t.co/mHcPdVJpMw",2018-08-01
2018-08-01 14:50:46,"Oil prices extended their losses on Wednesday morning after the EIA reported a build in crude inventories and distillates and a draw in gasoline stocks.

https://t.co/GDC3aa7h3C",2018-08-01
2018-08-01 16:22:35,"Kuwait’s oil ministry said that the country is now pumping crude at a daily rate of 2.8 million barrels per day, an 18-month high.

https://t.co/ga6EizsHpx",2018-08-01
2018-08-01 16:52:31,oil majors are / not all shale is... https://t.co/jyOtt1SmsA,2018-08-01
2018-08-01 17:29:49,"Saudi Arabia appears to have put its plans for an IPO of Saudi Aramco on the back burner, a move that can be partly explained by higher oil prices and partly explained by some more dubious reasons.

https://t.co/tdyealXtWM",2018-08-01
2018-08-01 19:30:06,"Exxon has a announced some pretty game changing predictions for oil supply and demand, and if the company is correct, peak oil is not likely to happen in our lifetimes.

https://t.co/G2ErbkDEdL",2018-08-01
2018-08-01 21:31:23,"Russia is constantly increasing its activity in the oil and gas industries of several unstable countries that are facing U.S. sanctions, while this policy carries plenty of risk – it can also offer great rewards.

https://t.co/7jTAmcwGtP",2018-08-01
2018-08-02 14:24:01,"Mexico’s incoming President Andres Manuel Lopez Obrador has promised to invest an additional $9.4 billion in state-owned oil companies in a bid to reverse the country’s declining oil production.

https://t.co/QJYXK3YaSA",2018-08-02
2018-08-02 14:50:07,"Crude oil exports from Brazil hit an all-time high in July, at 8.1 million tons, which was a 50-percent increase on the year and a threefold improvement on the month, Reuters reports, citing government data.

https://t.co/UTxc3q8RSq",2018-08-02
2018-08-02 16:21:58,"U.S. crude exports to China could be about to plunge as a result of new trade tariffs, but it seems that U.S. drillers have now found a new destination.

https://t.co/X3y339sYsh",2018-08-02
2018-08-02 17:28:59,"Russia reversed almost all of its oil production cuts in July, pumping crude at 11.215 million bpd, near post-Soviet record highs.

https://t.co/kSKeQEL3Zr",2018-08-02
2018-08-02 21:37:42,"Will the war in Yemen become the next battleground in the ongoing Iran-Israel proxy war for the Middle East?

https://t.co/gpRVvjI90i",2018-08-02
2018-08-03 16:14:13,"Despite ongoing fighting, the war-torn country of Yemen has managed to restart its oil production and has even shipped its first cargo

https://t.co/zpoWoOdGFr",2018-08-03
2018-08-03 17:31:33,"Oil prices found some support on Friday afternoon as the U.S. rig count fell slightly, while the Canadian rig count held steady.

https://t.co/4aIfaGlX15",2018-08-03
2018-08-03 20:21:57,"Oil traders are being pulled in every direction, with OPEC production on the rise and fears of a looming supply shortage sending prices spinning.

https://t.co/6k3RktxE24",2018-08-03
2018-08-06 14:33:16,"The shale industry is set to enjoy its best year, arguably in its history, but some drillers are not benefitting as much as expected because they locked themselves into hedges at lower prices.

https://t.co/wjczCCHRo0",2018-08-06
2018-08-06 15:21:10,"According to Bloomberg, Saudi Arabia may have started to fill its crude oil tank farms as exports and domestic consumption are stalling.

https://t.co/Iv3VR8g8f6",2018-08-06
2018-08-06 16:14:53,"Indian Oil Corporation, the country’s biggest refining company, plans to invest US$25.5 billion (1.75 trillion rupee) in boosting its oil refining capacity, local media report, citing the company’s chairman Sanjiv Singh.

https://t.co/7cWJyanq7G",2018-08-06
2018-08-06 17:13:42,"Investment bank Goldman Sachs warns for a very, very tight oil market as demand continues to be strong and OPEC’s spare capacity runs thin.

https://t.co/7JohXLTakb",2018-08-06
2018-08-06 20:30:58,"In a somewhat strange move, Russian oil major Rosneft is now suing its partners in the Sakhalin-I project, accusing them of ’unjust enrichment’.

https://t.co/SsTacIL5Bc",2018-08-06
2018-08-06 21:20:16,"Late last month, reports emerged from Saudi Arabia and its Gulf allies that the Yemen Houthi rebels had attacked two Saudi oil tankers in the strait of Bab el-Mandeb, one of which sustained moderate damage. 

https://t.co/S4TiH0ASvW",2018-08-06
2018-08-07 14:36:32,"Venezuelan President Nicolas Maduro has begun rounding up suspects after he avoided an attempted assassination over the weekend, raising the possibility of yet another security clampdown on the already suffering nation.

https://t.co/RTee88OddX",2018-08-07
2018-08-07 14:54:32,"Brent crude and West Texas Intermediate both started the day today with only moderate gains despite the return of U.S. sanctions against Iran that will take effect at 12:01 a.m. Eastern Time today.

https://t.co/LRZS91r1Ol",2018-08-07
2018-08-07 15:41:37,"China’s Oil Futures Contract Is Beginning to Show Its Teeth.
  - Over 50 comments and more than 4,000 views. 
  - Check out what the Oilprice Community has to say about the PetroYuan. 

https://t.co/a8D3iaBpwC",2018-08-07
2018-08-07 16:25:06,"China’s Yuan denominated crude futures are creeping ahead of WTI and Brent and jumped to an all-time high on Tuesday.

https://t.co/8smoogaYwB",2018-08-07
2018-08-07 17:18:51,"The Trump administration is taking the aggressive move of not only trying to freeze fuel economy standards for the nation’s cars and light duty trucks, but it is also attempting to neuter California’s unique authority to set its own standards. 

https://t.co/9BpLDEmn4K",2018-08-07
2018-08-07 20:56:39,"Momentum in Ghana’s hydrocarbons industry is increasing, with a new offshore field entering production, and the prospect of more oil and gas leases to be offered for exploration.

https://t.co/eaYG4WcmFT",2018-08-07
2018-08-07 22:36:50,"Oil prices jumped on Monday after recent data showed that Saudi production fell in July, but analysts disagree about what exactly could have caused this drop.

https://t.co/KtkojFvBiH",2018-08-07
2018-08-08 14:37:44,"U.S. sanctions on Iran could push oil prices up to $90 per barrel later this year.

https://t.co/OOeqb1ZCty",2018-08-08
2018-08-08 17:22:54,"Oil prices fell sharply on Wednesday morning as China said it would impose a 25-percent tariff on U.S oil and product imports.

https://t.co/XQie4opL07",2018-08-08
2018-08-08 21:47:41,"Political differences have created a growing divide between Canada and Saudi Arabia, and it could lead to the Kingdom pulling its oil exports to Canada.

https://t.co/amxrYQbIht",2018-08-08
2018-08-09 16:52:48,"Oil prices traded close to a 7-week low on Thursday, pummeled by a somewhat bearish crude inventory report and trade war concerns.

https://t.co/TDA373eWA8",2018-08-09
2018-08-09 16:55:51,"Ship owners and refineries are about to see some drastic changes as the IMO sulphur regulations could increase demand for distillates, but also demand for low-sulphur crudes like Brent. 
https://t.co/5MqtMPMMwy",2018-08-09
2018-08-09 16:58:56,@liuxiaoning8 looks like oil products are still on though,2018-08-09
2018-08-09 18:15:26,"An ongoing diplomatic row between Saudi Arabia and Canada will not affect crude oil exports from the Kingdom, Energy Minister Khalid al-Falih said, adding that Riyadh’s policy has always been to keep politics and energy exports separate, Reuters reports.

https://t.co/L9p8MEklDe",2018-08-09
2018-08-09 19:48:18,"Energy storage is seen by many as the holy grail in new energy tech, but how close are we actually to a meaningful breakthrough in battery technology?

https://t.co/tED35iRsm9",2018-08-09
2018-08-09 20:29:19,"An initiative to expand the setback distance required for oil and gas drilling in Colorado just received a boost, potentially making the November ballot.

https://t.co/zhv5YgMJMy",2018-08-09
2018-08-09 21:44:13,"Shell’s presence in Nigeria has been controversial, what with lawsuits for the pollution of the Niger Delta, chronic pipeline vandalism and, in recent years, militant attacks on oil-producing infrastructure.

https://t.co/BDbwB6IfM4",2018-08-09
2018-08-09 23:33:08,"Canadian oil producers are once again suffering from a steep discount for their oil, causing the largest spread between Canadian oil and WTI in years.

https://t.co/eWYsUtvGca",2018-08-09
2018-08-10 14:48:58,"In spite of the ongoing—and worsening—trade spat between the United States and China, Goldman Sachs has maintained its price forecast for West Texas Intermediate at US$70 for this year, CNBC reports, citing commodities head Jeffrey Currie.

https://t.co/UFjElevVso",2018-08-10
2018-08-10 16:49:02,"U.S. drivers are unlikely to see prices at the pump falling despite a plan from the Trump administration to sell more crude from the Strategic Petroleum Reserve.

https://t.co/MaHzr759G7",2018-08-10
2018-08-10 18:12:43,"Despite the correction in oil prices on Wednesday, U.S. drillers have added a significant number of oil and gas rigs for the week ending Friday 10th August.

https://t.co/YL7300iwIS",2018-08-10
2018-08-10 19:59:41,"More supply from Russia and Saudi Arabia has weighed on oil prices this week, but with oil sanctions on Iran looming, markets remain bullish.

https://t.co/e7235bwUr0",2018-08-10
2018-08-13 14:40:54,"A few days after Elon Musk shocked Wall Street and investors by tweeting that he would take Tesla private at $420 a share, speculation is still high on who could invest in what could be the biggest-ever buyout deal.

https://t.co/YPDw1xZymP",2018-08-13
2018-08-13 18:04:55,"The two-decade-long dispute on the statute of the Caspian Sea, the world largest water reserve, came to an end last Sunday when five littoral states agreed to give it a special legal status - it is now neither a sea, nor a lake. 

https://t.co/xjJmptjrOJ",2018-08-13
2018-08-13 18:30:08,"China will impose a 25-percent tariff in response to the latest U.S. round of tariffs on Chinese goods with the same value.

https://t.co/JaWyF9AAfl",2018-08-13
2018-08-13 19:04:14,"""Quick fact check: Trump spoke to business leaders for 14 minutes at dinner tonight. He made 15 false claims."" - Daniel Dale, Toronto Star

https://t.co/kYAREoptW4",2018-08-13
2018-08-13 21:45:10,"The rivalry between Saudi Arabia and Iran is becoming increasingly evident in the oil pricing policies of the two large Middle Eastern producers.

https://t.co/RYyK69i6JP",2018-08-13
2018-08-13 22:32:42,"It took more than 20 years for littoral states of the Caspian Sea to reach an agreement that would lay the legal foundations for the full utilization of the region’s resources. 

https://t.co/jg4Qc2eV8E",2018-08-13
2018-08-14 14:19:15,"The last quarter has seen increased volatility in oil prices, an increase that I attribute to the growing tensions in international markets as fears of a global trade war intensify. 

https://t.co/giAa9Ctmjo",2018-08-14
2018-08-14 14:50:12,"Iran will lower the price of its crude for Asian clients, who are its biggest buyers, Iran reported, citing a source from the country’s oil ministry who wished to remain unnamed. 

https://t.co/kJDhR4YCRv",2018-08-14
2018-08-14 17:06:53,"Oil prices jumped early on Tuesday, after Saudi Arabia reported that it had cut its crude oil production in July compared to June, in a move seen as an attempt to avoid another glut that could put downward pressure on the price of oil.

https://t.co/z4AIl5IHYr",2018-08-14
2018-08-14 17:58:49,"With U.S. sanctions set to snap back into place, Iran is bracing itself for another period of economic hardship and uncertainty. Critical to the success of the U.S. sanctions program is limiting Iranian oil exports. 

https://t.co/7Vv168NPjb",2018-08-14
2018-08-14 20:15:36,"Drones are making inroads into the oil and gas industry, and these inroads could very well turn into highways for this technology in an industry that features a lot of surveillance and inspection work.

https://t.co/ox3A33u90k",2018-08-14
2018-08-14 21:07:50,"As the U.S. and Iran continue to trade barbs over the restart of economic sanctions against the Islamic Republic, China is also entering the verbal fray.

https://t.co/btHaN5WKll",2018-08-14
2018-08-15 16:17:27,"Libya’s crude oil production has exceeded 1 million bpd for the first time since June, when port blockades and a kidnapping caused production outages that within a month brought production to as little as 670,000 bpd.

https://t.co/29Q7LpqCde",2018-08-15
2018-08-15 17:35:58,"Crude-by-Rail (CBR) has been a savior for North American drillers as they see heavily discounted crude affecting their balance sheets.

https://t.co/fYCnNG2prg",2018-08-15
2018-08-15 18:40:41,"After the American Petroleum Institute surprised markets yesterday by reporting a build of 3.66 million barrels for the week ending August 10, the EIA today confirmed a build, but reported that it had been significantly bigger at 6.8 million barrels.

https://t.co/1pVVkCTMz2",2018-08-15
2018-08-15 20:21:16,"The future is looking grim for foreign resource companies with investments in Indonesia. In the current election cycle, it has become increasingly politically popular to push for repatriation of the country’s vast wealth of natural resources.

https://t.co/4GG8WRDAMz",2018-08-15
2018-08-15 21:14:54,"The oil and gas industry has been in recovery mode for at least a year now, and although the improvement in performance is clearly there, the pace of the recovery has been somewhat uneven.

https://t.co/rlAg449msY",2018-08-15
2018-08-15 22:21:52,"Peak oil demand might be near, but the consumption of oil for plastics will keep demand elevated for decades. The IEA has said that plastics and other petrochemicals are the only sector in which oil consumption could continue to grow well into the 2030s.

https://t.co/YlMmx2ISOX",2018-08-15
2018-08-16 14:49:41,"Gulf Coast refineries processed a record-high amount of crude oil last week, at 9.649 million barrels daily, the Energy Information Administration said in its weekly petroleum status report. The national total was also very high, at 17.981 million bpd.

https://t.co/FXreVBNtE3",2018-08-16
2018-08-16 16:07:24,"While financial analysts and bankers warn about decline in the global solar market, the race is still on, and India has become one of the frontrunners.

https://t.co/04C2eiCNcZ",2018-08-16
2018-08-16 17:01:57,"Russia has moved one step closer to seeing its controversial Nord Stream 2 natural gas pipeline become a reality. On Wednesday, the consortium managing the pipeline said that it has all of the Russian permits needed for installation.

https://t.co/50S08kELyD",2018-08-16
2018-08-16 20:05:05,"Turkish Pres. Reçep Tayyip Erdo?an believes the U.S. will stop short of forcing Turkey out of NATO, destroying its currency, and pushing it into an alliance with Russia and the People’s Republic of China. But is his confidence justified?

https://t.co/tnZFpLrG92",2018-08-16
2018-08-16 20:51:38,"Although China has backpedaled on proposed tariffs on U.S. crude imports, the move is indicative of its need to diversify sources and steps may now be taken to enable China to play the oil card in the future.

https://t.co/op1w7no9Gv",2018-08-16
2018-08-17 14:41:11,"A U.S. State Department official has suggested that Washington could impose sanctions on China if it continues to buy Iranian oil after November 4 when sanctions specifically targeting Iranian oil sales abroad will kick in, the Wall Street Journal reports.
https://t.co/RRd0h7omiP",2018-08-17
2018-08-17 16:26:18,"The Nigerian National Petroleum Corporation will float 40 percent of its stock on the local stock exchange once the President signs the Petroleum Industry Governance Bill, Nigerian media report.

https://t.co/H6HYGvh46g",2018-08-17
2018-08-17 18:11:11,"Baker Hughes reported no change to the number of active oil and gas rigs in the United States on Friday. Oil and gas rigs stayed at 1,057, according to the report, with the number of active oil rigs and the number of gas rigs staying the same.

https://t.co/YOGBjGxdc7",2018-08-17
2018-08-17 21:35:05,"Oil prices fell this week as the EIA came out with its most bearish report in years and broader fears in the global economy added to bearish sentiment

https://t.co/IVTgFleUJW",2018-08-17
2018-08-17 22:34:56,"West Texas Intermediate crude was headed for a seventh consecutive weekly loss on Friday, something that hasn’t happened since 2015.

https://t.co/DHV7k0Vaub",2018-08-17
2018-08-20 15:06:06,"Saudi Arabia’s sovereign wealth fund may buy an electric car maker competing with Tesla in the luxury car segment.

https://t.co/phh0JLaZJx",2018-08-20
2018-08-20 17:33:36,"Seven years after the fall of the Gaddafi regime, Libya remains locked in a cycle of offensives and counter-offensives between militias and hasn't been able to sustainably increase oil production.

https://t.co/hTvLK2zqiz",2018-08-20
2018-08-20 21:27:37,"The United States no longer needs to conserve oil as domestic production increases have reduced the need for imports. 

https://t.co/XggBqWhtgI",2018-08-20
2018-08-20 22:15:08,"PDVSA settled with ConocoPhillips on Monday over an outstanding debt issue, a move that the Venezuelan oil company surely hopes will give it some breathing room even as the nation continues to crumble.

https://t.co/7JTI7rYcmL",2018-08-20
2018-08-20 23:10:02,"Oil prices seemed to have leveled off after seven consecutive weeks of weekly declines, the longest streak in years.

https://t.co/L0l30s3V9o",2018-08-20
2018-08-21 15:08:24,"The Texas Gulf Coast oil terminals sent abroad more crude than they received in April, the Energy Information Administration said this week. 

https://t.co/PEVSouac6B",2018-08-21
2018-08-21 16:26:11,"Venezuela officially slashed five zeros from prices and its currency as part of what has been dubbed one of the greatest currency devaluations in history which slashed the value of the official bolivar by 95 percent.

https://t.co/GiCMUofHOw",2018-08-21
2018-08-21 17:25:49,"Indonesia recorded a substantial decline in crude oil imports in June, official statistical data quoted by S&amp;P Global Platts showed, as the country boosted domestic production.

https://t.co/pO47oLfRmm",2018-08-21
2018-08-21 19:14:49,"Oil prices rose slightly on Tuesday morning as analysts think that reduced supply from Iran could have a more significant impact on oil markets than previously thought.

https://t.co/S1hyNM8gs3",2018-08-21
2018-08-21 20:48:06,"Despite Brazil making significant strives in the renewable energy sector, the country still can’t shake its love for oil and gas, but it’s not alone in this conflicted vision.

https://t.co/9IzBrxtyOV",2018-08-21
2018-08-21 21:22:50,"The American Petroleum Institute (#API) reported an extra-large #oil inventory draw of 5.17 million barrels of United States crude oil inventories for the week ending August 18
https://t.co/MnliTNdjHL",2018-08-21
2018-08-22 16:31:18,"Oil Prices Soar Following Bullish EIA Report

https://t.co/Ad918iv6wy",2018-08-22
2018-08-22 17:05:13,"Buyers of Iranian crude have started winding down oil purchases as they worry that U.S. sanctions could affect their business. 

https://t.co/4fZfTMx2fW",2018-08-22
2018-08-22 17:48:06,"Reports surfaced today that confirm that #Saudi Arabia has called off its highly anticipated #Aramco IPO which was to be the largest #IPO in history
https://t.co/OF8TfXQaHM",2018-08-22
2018-08-22 18:39:59,"The long-wait is over. Today, reports surfaced that Saudi Arabia has long-ago called off its highly anticipated, $100-billion-dollar IPO. 

https://t.co/4yCkw1sKZ7",2018-08-22
2018-08-22 21:14:25,"It’s no secret that bitcoin uses a lot of electricity, but what if it could actually help green energy projects become more prevalent?

https://t.co/L8uxtB0jUp",2018-08-22
2018-08-23 16:02:34,"The initial public offering of Saudi Arabia’s energy major Aramco is still a part of the Kingdom’s plans, Oil Minister Khalid al-Falih said, following reports yesterday citing industry sources as saying that the IPO had been canceled.

https://t.co/CPKgYn9wdc",2018-08-23
2018-08-23 16:40:11,"China’s latest round of tariffs in response to U.S. tariffs on US$16 billion worth of Chinese goods entered into force today despite talks this week between U.S. and Chinese officials seeking to put an end to the trade dispute.

https://t.co/pOhoN0GBHd",2018-08-23
2018-08-23 18:09:30,"The U.S. sanctions on Russia have affected investment in Russian oil and gas exploration projects, while Congress is considering further sanctions on the energy and banking sectors to punish Moscow for the threat it poses to the US. @drudgereport 

https://t.co/M1phbOoAmL",2018-08-23
2018-08-23 19:13:04,"The impending oil renaissance in Alaska’s North Slope is going to be even more massive than previously projected. @drudgereport 

https://t.co/BHpEoaulMI",2018-08-23
2018-08-23 20:58:49,"A couple of days ago Halliburton showcased what it called “a first-of-its-kind” offering dubbed Prodigi—a system automating parts of the hydraulic fracturing process. @drudgereport

https://t.co/XniAJsHueh",2018-08-23
2018-08-23 23:05:07,"The oil market continues to stagger forward without direction, and the EIA data is offering little clarity. @drudgereport 

https://t.co/2l0MkD1TQX",2018-08-23
2018-08-24 14:38:14,"An expert commission tasked by Norway’s government with evaluating a suggestion that the country’s US$1-trillion sovereign wealth fund divests from all its oil and gas investments has advised against such a divestment.

https://t.co/F6MKyeyWvk",2018-08-24
2018-08-24 16:11:30,"Oil prices will rise on supply disruptions from Iran, but trade war concerns, slowing global oil demand growth, and a stronger U.S. dollar will keep a lid on prices so they are likely to end 2018 at the current price levels. @drudgereport 

https://t.co/zUzlJNxHAv",2018-08-24
2018-08-24 18:17:25,"Baker Hughes reported a 13-rig decrease to the number of active oil and gas rigs in the United States on Friday. Oil and gas rigs fell to 1,044, with the number of active oil rigs falling by 9 and the number of gas rigs falling by 4. @drudgereport 

https://t.co/MjvOnpFSZ8",2018-08-24
2018-08-24 19:13:54,"Oil has closed the week on a positive note, with the latest rig count propping up prices despite bullish and bearish news pulling the market in all directions. @drudgereport 

https://t.co/GMMR5B9pcE",2018-08-24
2018-08-24 23:00:05,"Iran is about to have oil sanctions applied on it, and everyone is jostling to drink their milkshake - stealing their market share as their production and exports drop back. @drudgereport 

https://t.co/Sqx04L4iMV",2018-08-24
2018-08-27 15:33:38,"Oil prices inched higher on Monday as markets focused on a breakthrough in NAFTA negotiations. @drudgereport 
https://t.co/L4tHaOYfjx",2018-08-27
2018-08-27 16:49:19,"Alberta is poised to find a booming market supplying petrochemical companies from its natural gas shale fields — and cost-competitive enough to potentially take away some of the U.S. oil and gas market’s share. @drudgereport 

https://t.co/6aIcgBBA0S",2018-08-27
2018-08-27 17:00:29,"Tesla will stay public, Elon Musk said late on Friday, ending more than two weeks of speculation and calculation about how much a go-private deal would cost and who could be involved in it. @drudgereport 

https://t.co/0RBXMhqqvR",2018-08-27
2018-08-27 19:05:46,"According to sources close to the matter, the Saudi government has altered the concession contract with Aramco from ‘forever’ to 40 years. @drudgereport 

https://t.co/k4YdIOsITY",2018-08-27
2018-08-27 19:23:58,"Things are getting heated in the Oilprice community after someone claimed that ""The idea that electric cars are lowering oil demand is ridiculous""

Join the #electriccar and #oil discussion!
https://t.co/HX40Wdz2ir https://t.co/4rDLHZ87VG",2018-08-27
2018-08-27 20:52:05,"While some industry experts have been playing down the threat of Chinese tariffs on U.S. LNG, the reality is that the move could have significant long-term consequences on the industry. @drudgereport 

https://t.co/6G5j7mwlzZ",2018-08-27
2018-08-27 23:15:24,"The Permian could soon have too much pipeline capacity, a glut that will present problems for midstream companies. @drudgereport 

https://t.co/HBmVpN4QrO",2018-08-27
2018-08-28 15:09:36,"Saudi Arabia’s King Salman has demanded that the initial public offering of Saudi Aramco be called off, stepping in to shelve the plans of his heir apparent, Crown Prince Mohammed bin Salman, for what was tipped to be the world’s biggest IPO ever.

https://t.co/B4zTTYCzCy",2018-08-28
2018-08-28 16:20:39,"With hurricane season coming up, refinery operators take advantage of price arbitrages and are postponing planned maintenance in order to supply the markets. @drudgereport 

https://t.co/iSVixqIgXS",2018-08-28
2018-08-28 17:59:37,"India is set to surpass China as the country with the largest demand for oil by 2024, and lack of domestic refinery options could pose a problem for the country’s growing economy. @drudgereport 

https://t.co/GhPjTDL2Q7",2018-08-28
2018-08-28 19:09:21,"Oil prices are facing downward pressure on profit taking, but the market has largely held its gains after a bullish run last week. @drudgereport 

https://t.co/HVnO5Q4y0y",2018-08-28
2018-08-28 21:11:57,"Will the electric carmaker’s future depend entirely on CEO Elon Musk? 
@drudgereport 

https://t.co/TaQS9zgNAo",2018-08-28
2018-08-28 21:25:06,"Oil prices fell slightly on Tuesday afternoon after the API reported a build in crude, gasoline and distillate inventories. @drudgereport 

https://t.co/ZhaLUkkn7u",2018-08-28
2018-08-28 23:23:10,"Oil production is rising around the world, transforming a previously bullish supply picture and adding downward pressure to oil markets – indicating that oil prices will be rangebound in the near future. @drudgereport 

https://t.co/7w8jesQBla",2018-08-28
2018-08-29 16:22:02,"Oil prices popped on Wednesday morning after the EIA contradicted yesterday’s bearish API data by reporting a draw in crude and gasoline inventories. @drudgereport 
https://t.co/GS6TnqvhNO",2018-08-29
2018-08-29 16:50:10,"Libya’s oil could be under threat again, as fresh militant clashes may be coming to its oil region, just after the June-July standoff that crippled production and exports ended. @drudgereport 

https://t.co/a5XwCD7zO6",2018-08-29
2018-08-29 17:16:56,"The Islamic Republic of Iran is stepping up rhetoric about controlling the world’s most vital oil shipping lane in the world, the Strait of Hormuz. @drudgereport 

https://t.co/3nmp8lkfeg",2018-08-29
2018-08-29 18:31:44,"""Robust demand and production uncertainty in some oil-producing countries are expected to tighten the oil markets as we approach the end of the year,"" Fatih Birol, Excecutive Director of the IEA.  @drudgereport 

https://t.co/ee6s8NYI3p",2018-08-29
2018-08-29 19:03:36,"The price of jet fuel has skyrocketed over the last year and it’s beginning to take a toll on major airlines, but biofuel may be able to put a cap on out of control expenses. @drudgereport 

https://t.co/3qVzpXjlTC",2018-08-29
2018-08-29 20:40:37,"In a little over two months, painful U.S. sanctions on Iran’s oil sector will take effect, but the Iranian economy is already showing signs of strain. @drudgereport 

https://t.co/JhHBcMFU1o",2018-08-29
2018-08-29 22:12:40,"In a development that must be hard to stomach for the political elite in Tehran, many Iranians are turning to U.S. dollars to offset the impact of sanctions and a faltering economy. @drudgereport 

https://t.co/zOE4vbvGwa",2018-08-29
2018-08-29 23:01:35,"Mexico is considering a dramatic policy shift, inserting the state into the energy sector in a major way while also flirting with the idea of moving closer to OPEC.
@drudgereport 
https://t.co/ZpnSpj3d3a",2018-08-29
2018-08-30 14:40:56,"Despite the current pipeline constraints, Permian drillers continue to pump at a record pace, boosting production growth to record highs. @drudgereport 

https://t.co/lGcyhZHZfS",2018-08-30
2018-08-30 16:18:09,"Despite the current pipeline constraints, Permian drillers continue to pump at a record pace, boosting production growth to record highs. @drudgereport 

https://t.co/LShbeolorp",2018-08-30
2018-08-30 17:30:39,"A new Crude-By-Rail deal between Texas-based Vista Proppants and Logistics and Jupiter MLP could ease battlenecks in the Permian. @drudgereport 

https://t.co/CT8hSEMYEt",2018-08-30
2018-08-30 20:37:55,"The state of California and the Trump Administration continue to differ over a range of issues, particularly when it comes to energy. @drudgereport 

https://t.co/8r5dvGswHi",2018-08-30
2018-08-30 22:02:26,"In a devastating blow to the prospects of the Trans Mountain expansion pipeline, a Canadian court ruling said that the federal government failed to adequately consult the First Nations tribes affected by the project. @drudgereport 

https://t.co/Zcn7jSGlvD",2018-08-30
2018-08-31 14:37:14,"Oil production in Texas dropped in June 2018 compared to the same month last year, the first yearly drop since February 2017. @drudgereport 

https://t.co/6TH80pg1o0",2018-08-31
2018-08-31 16:03:34,"Saudi Arabia will report to OPEC that its crude oil production in August averaged 10.424 million bpd, up from the July levels, S&amp;P Global Platts reported on Friday, quoting an OPEC source. @drudgereport 

https://t.co/PywUu9gdOh",2018-08-31
2018-08-31 17:44:30,"After a decline last week, this week, the U.S. rig count saw a small uptick, while the Canadian rig count fell by one rig. @drudgereport 

https://t.co/cZTHRvktku",2018-08-31
2018-08-31 19:33:35,"Though oil prices dipped slightly on Friday morning, they are still on track for a second consecutive week of gains with no slowdown in sight. @drudgereport 

https://t.co/6lGff6m7zb",2018-08-31
2018-08-31 22:37:56,"OPEC’s combined oil production rose in August as heavyweights Saudi Arabia and Iraq made up for production declines in Venezuela and Iran. @drudgereport 

https://t.co/efyrjS6wUr",2018-08-31
2018-09-03 14:33:38,"Saudi Arabia could earn some $30 billion more than budgeted from crude oil sales according to a local financial services provider. @drudgereport 

https://t.co/0b67xTri6T",2018-09-03
2018-09-03 16:17:26,"President Xi Jinping’s “Belt and Road” trade infrastructure project could be hitting significant bottlenecks as some countries begin to sound alarms regarding the massive debt loads their governments are incurring. @drudgereport 

https://t.co/pv6yU99ReC",2018-09-03
2018-09-03 18:20:30,"Iran may resort to various ways of reducing the impact of the US sanctions on its oil exports, and those tactics include secret oil shipments without trackers on tankers, bartered trades, discounts, and extended credit periods on oil sales @drudgereport 

https://t.co/OTBsznbauX",2018-09-03
2018-09-03 19:47:10,"Russia’s oil production in August was virtually flat compared to July as Moscow kept output at near post-Soviet record, after having reversed most of its production cuts under the OPEC+ deal the previous month. @drudgereport 

https://t.co/8NmCKcyZi7",2018-09-03
2018-09-03 21:17:54,"PetroChina—the country’s largest oil and gas producer—is betting big on boosting natural gas production in line with the Chinese policy to increase its gas production and industrial and residential gas use. @drudgereport 
https://t.co/DUFphRpny7",2018-09-03
2018-09-04 15:20:13,"Yemen’s Houthi rebels have claimed a successful attack on an unidentified oil facility of Saudi Aramco in Jizan. @drudgereport 

https://t.co/3ycL6UzDWK",2018-09-04
2018-09-04 16:15:29,"West Texas Intermediate could rise as high as US$95 a 🛢️ by this winter on the back of a number of factors, the leading among them the Iran sanctions. @drudgereport 

https://t.co/vaKE0E9myz",2018-09-04
2018-09-04 17:19:49,"While it’s taken them two years to join the race, German automakers are poised and ready to take on Tesla during a particularly vulnerable time for the electric carmaker. @drudgereport 

https://t.co/pOMnaJVcv1",2018-09-04
2018-09-04 19:01:24,"Building on last week’s rally, which was spurred by fears of an impending supply crunch, oil prices are quickly approaching a two-month high with $80 Brent well within reach. @drudgereport 

https://t.co/cEuVojteF3",2018-09-04
2018-09-04 20:44:03,"Natural gas is quickly becoming the most important energy source around the world and Big Oil is reacting by transitioning away from crude production and focusing on LNG. @drudgereport 

https://t.co/X34q9zCNVH",2018-09-04
